★ Huntsman Knife | Stained (Factory New)|Covert|Huntsman Knife|0.50|0.05|38.00
★ StatTrak™ Huntsman Knife | Stained (Factory New)|Covert|Huntsman Knife|0.50|0.05|38.00
★ Huntsman Knife | Urban Masked (Factory New)|Covert|Huntsman Knife|0.50|0.05|38.00
★ StatTrak™ Huntsman Knife | Urban Masked (Factory New)|Covert|Huntsman Knife|0.50|0.05|38.00
CZ75-Auto | Twist (Factory New)|Mil-Spec|CZ75-Auto|0.14|0.07|97.00
StatTrak™ CZ75-Auto | Twist (Factory New)|Mil-Spec|CZ75-Auto|0.14|0.07|97.00
P90 | Module (Factory New)|Mil-Spec|P90|0.49|0.99|111.00
StatTrak™ P90 | Module (Factory New)|Mil-Spec|P90|0.49|0.99|111.00
P2000 | Pulse (Factory New)|Mil-Spec|P2000|0.12|0.11|65.00
StatTrak™ P2000 | Pulse (Factory New)|Mil-Spec|P2000|0.12|0.11|65.00
MAC-10 | Tatter (Factory New)|Restricted|MAC-10|0.18|0.12|85.00
StatTrak™ MAC-10 | Tatter (Factory New)|Restricted|MAC-10|0.18|0.12|85.00
USP-S | Caiman (Factory New)|Classified|USP-S|0.08|0.11|53.00
StatTrak™ USP-S | Caiman (Factory New)|Classified|USP-S|0.08|0.11|53.00
M4A4 | Desert-Strike (Factory New)|Covert|M4A4|0.00|0.00|3.00
StatTrak™ M4A4 | Desert-Strike (Factory New)|Covert|M4A4|0.00|0.00|3.00
M4A1-S | Cyrex (Factory New)|Covert|M4A1-S|0.01|0.66|255.00
StatTrak™ M4A1-S | Cyrex (Factory New)|Covert|M4A1-S|0.01|0.66|255.00
MP7 | Urban Hazard (Factory New)|Mil-Spec|MP7|0.10|0.10|79.00
StatTrak™ MP7 | Urban Hazard (Factory New)|Mil-Spec|MP7|0.10|0.10|79.00
Negev | Desert-Strike (Factory New)|Mil-Spec|Negev|0.21|0.15|55.00
StatTrak™ Negev | Desert-Strike (Factory New)|Mil-Spec|Negev|0.21|0.15|55.00
Nova | Koi (Factory New)|Restricted|Nova|0.17|0.07|15.00
StatTrak™ Nova | Koi (Factory New)|Restricted|Nova|0.17|0.07|15.00
P250 | Supernova (Factory New)|Restricted|P250|0.17|0.07|44.00
StatTrak™ P250 | Supernova (Factory New)|Restricted|P250|0.17|0.07|44.00
SSG 08 | Abyss (Factory New)|Mil-Spec|SSG 08|0.17|0.09|44.00
StatTrak™ SSG 08 | Abyss (Factory New)|Mil-Spec|SSG 08|0.17|0.09|44.00
UMP-45 | Labyrinth (Factory New)|Mil-Spec|UMP-45|0.10|0.11|64.00
StatTrak™ UMP-45 | Labyrinth (Factory New)|Mil-Spec|UMP-45|0.10|0.11|64.00
PP-Bizon | Osiris (Factory New)|Restricted|PP-Bizon|0.08|0.12|34.00
StatTrak™ PP-Bizon | Osiris (Factory New)|Restricted|PP-Bizon|0.08|0.12|34.00
CZ75-Auto | Tigris (Factory New)|Restricted|CZ75-Auto|0.52|0.22|49.00
StatTrak™ CZ75-Auto | Tigris (Factory New)|Restricted|CZ75-Auto|0.52|0.22|49.00
Desert Eagle | Conspiracy (Factory New)|Classified|Desert Eagle|0.12|0.10|67.00
StatTrak™ Desert Eagle | Conspiracy (Factory New)|Classified|Desert Eagle|0.12|0.10|67.00
Five-SeveN | Fowl Play (Factory New)|Classified|Five-SeveN|0.23|0.09|58.00
StatTrak™ Five-SeveN | Fowl Play (Factory New)|Classified|Five-SeveN|0.23|0.09|58.00
Glock-18 | Water Elemental (Factory New)|Classified|Glock-18|0.99|0.68|99.00
StatTrak™ Glock-18 | Water Elemental (Factory New)|Classified|Glock-18|0.99|0.68|99.00
P2000 | Ivory (Factory New)|Mil-Spec|P2000|0.17|0.12|255.00
StatTrak™ P2000 | Ivory (Factory New)|Mil-Spec|P2000|0.17|0.12|255.00
P90 | Asiimov (Factory New)|Covert|P90|0.33|0.05|223.00
StatTrak™ P90 | Asiimov (Factory New)|Covert|P90|0.33|0.05|223.00
P90 | Leather (Factory New)|Industrial Grade|P90|0.18|0.11|87.00
MAC-10 | Commuter (Factory New)|Industrial Grade|MAC-10|0.09|0.11|84.00
Sawed-Off | First Class (Factory New)|Mil-Spec|Sawed-Off|0.17|0.09|35.00
P2000 | Coach Class (Factory New)|Industrial Grade|P2000|0.22|0.08|36.00
USP-S | Business Class (Factory New)|Mil-Spec|USP-S|0.03|0.52|84.00
G3SG1 | Contractor (Factory New)|Consumer Grade|G3SG1|0.10|0.10|80.00
MP7 | Olive Plaid (Factory New)|Consumer Grade|MP7|0.15|0.35|71.00
CZ75-Auto | Green Plaid (Factory New)|Consumer Grade|CZ75-Auto|0.35|0.23|71.00
MP9 | Green Plaid (Factory New)|Consumer Grade|MP9|0.11|0.36|101.00
SSG 08 | Sand Dune (Factory New)|Consumer Grade|SSG 08|0.09|0.28|46.00
SG 553 | Traveler (Factory New)|Industrial Grade|SG 553|0.11|0.11|28.00
XM1014 | Red Leather (Factory New)|Mil-Spec|XM1014|0.17|0.10|60.00
Desert Eagle | Pilot (Factory New)|Restricted|Desert Eagle|0.11|0.13|69.00
AK-47 | Jet Set (Factory New)|Classified|AK-47|0.17|0.08|61.00
AK-47 | First Class (Factory New)|Restricted|AK-47|0.17|0.08|61.00
AWP | Dragon Lore (Factory New)|Covert|AWP|0.11|0.06|51.00
Souvenir AWP | Dragon Lore (Factory New)|Covert|AWP|0.11|0.06|51.00
P90 | Storm (Factory New)|Consumer Grade|P90|0.33|0.10|239.00
Souvenir P90 | Storm (Factory New)|Consumer Grade|P90|0.33|0.10|239.00
UMP-45 | Indigo (Factory New)|Consumer Grade|UMP-45|0.43|0.18|92.00
Souvenir UMP-45 | Indigo (Factory New)|Consumer Grade|UMP-45|0.43|0.18|92.00
MAC-10 | Indigo (Factory New)|Consumer Grade|MAC-10|0.43|0.18|92.00
Souvenir MAC-10 | Indigo (Factory New)|Consumer Grade|MAC-10|0.43|0.18|92.00
SCAR-20 | Storm (Factory New)|Consumer Grade|SCAR-20|0.33|0.10|68.00
Souvenir SCAR-20 | Storm (Factory New)|Consumer Grade|SCAR-20|0.33|0.10|68.00
USP-S | Royal Blue (Factory New)|Industrial Grade|USP-S|0.68|0.77|66.00
Souvenir USP-S | Royal Blue (Factory New)|Industrial Grade|USP-S|0.68|0.77|66.00
Dual Berettas | Briar (Factory New)|Consumer Grade|Dual Berettas|0.26|0.39|18.00
Souvenir Dual Berettas | Briar (Factory New)|Consumer Grade|Dual Berettas|0.26|0.39|18.00
Nova | Green Apple (Factory New)|Industrial Grade|Nova|0.09|0.10|86.00
Souvenir Nova | Green Apple (Factory New)|Industrial Grade|Nova|0.09|0.10|86.00
MAG-7 | Silver (Factory New)|Industrial Grade|MAG-7|0.14|0.09|82.00
Souvenir MAG-7 | Silver (Factory New)|Industrial Grade|MAG-7|0.14|0.09|82.00
MP9 | Dark Age (Factory New)|Mil-Spec|MP9|0.17|0.08|51.00
Souvenir MP9 | Dark Age (Factory New)|Mil-Spec|MP9|0.17|0.08|51.00
Desert Eagle | Hand Cannon (Factory New)|Restricted|Desert Eagle|0.50|0.21|24.00
Souvenir Desert Eagle | Hand Cannon (Factory New)|Restricted|Desert Eagle|0.50|0.21|24.00
P2000 | Chainmail (Factory New)|Mil-Spec|P2000|0.15|0.11|81.00
Souvenir P2000 | Chainmail (Factory New)|Mil-Spec|P2000|0.15|0.11|81.00
Sawed-Off | Rust Coat (Factory New)|Industrial Grade|Sawed-Off|0.05|0.50|32.00
Souvenir Sawed-Off | Rust Coat (Factory New)|Industrial Grade|Sawed-Off|0.05|0.50|32.00
M4A1-S | Knight (Factory New)|Classified|M4A1-S|0.67|0.03|31.00
Souvenir M4A1-S | Knight (Factory New)|Classified|M4A1-S|0.67|0.03|31.00
CZ75-Auto | Chalice (Factory New)|Restricted|CZ75-Auto|0.11|0.78|49.00
Souvenir CZ75-Auto | Chalice (Factory New)|Restricted|CZ75-Auto|0.11|0.78|49.00
M4A1-S | Master Piece (Factory New)|Classified|M4A1-S|0.08|0.10|125.00
Souvenir M4A1-S | Master Piece (Factory New)|Classified|M4A1-S|0.08|0.10|125.00
Desert Eagle | Urban DDPAT (Factory New)|Industrial Grade|Desert Eagle|0.10|0.11|63.00
Souvenir Desert Eagle | Urban DDPAT (Factory New)|Industrial Grade|Desert Eagle|0.10|0.11|63.00
MP7 | Gunsmoke (Factory New)|Industrial Grade|MP7|0.06|0.61|61.00
Souvenir MP7 | Gunsmoke (Factory New)|Industrial Grade|MP7|0.06|0.61|61.00
Glock-18 | Night (Factory New)|Industrial Grade|Glock-18|0.50|0.04|57.00
Souvenir Glock-18 | Night (Factory New)|Industrial Grade|Glock-18|0.50|0.04|57.00
P2000 | Grassland (Factory New)|Industrial Grade|P2000|0.10|0.44|63.00
Souvenir P2000 | Grassland (Factory New)|Industrial Grade|P2000|0.10|0.44|63.00
CZ75-Auto | Nitro (Factory New)|Mil-Spec|CZ75-Auto|0.13|0.10|92.00
Souvenir CZ75-Auto | Nitro (Factory New)|Mil-Spec|CZ75-Auto|0.13|0.10|92.00
Sawed-Off | Sage Spray (Factory New)|Consumer Grade|Sawed-Off|0.17|0.06|255.00
Souvenir Sawed-Off | Sage Spray (Factory New)|Consumer Grade|Sawed-Off|0.17|0.06|255.00
UMP-45 | Scorched (Factory New)|Consumer Grade|UMP-45|0.00|0.08|25.00
Souvenir UMP-45 | Scorched (Factory New)|Consumer Grade|UMP-45|0.00|0.08|25.00
M249 | Contrast Spray (Factory New)|Consumer Grade|M249|0.17|0.01|255.00
Souvenir M249 | Contrast Spray (Factory New)|Consumer Grade|M249|0.17|0.01|255.00
MAG-7 | Storm (Factory New)|Consumer Grade|MAG-7|0.34|0.10|224.00
Souvenir MAG-7 | Storm (Factory New)|Consumer Grade|MAG-7|0.34|0.10|224.00
MP9 | Storm (Factory New)|Consumer Grade|MP9|0.33|0.10|227.00
Souvenir MP9 | Storm (Factory New)|Consumer Grade|MP9|0.33|0.10|227.00
XM1014 | VariCamo Blue (Factory New)|Mil-Spec|XM1014|0.83|0.03|89.00
Souvenir XM1014 | VariCamo Blue (Factory New)|Mil-Spec|XM1014|0.83|0.03|89.00
AWP | Pink DDPAT (Factory New)|Restricted|AWP|0.78|0.04|76.00
Souvenir AWP | Pink DDPAT (Factory New)|Restricted|AWP|0.78|0.04|76.00
USP-S | Road Rash (Factory New)|Restricted|USP-S|0.19|0.12|65.00
Souvenir USP-S | Road Rash (Factory New)|Restricted|USP-S|0.19|0.12|65.00
SSG 08 | Detour (Factory New)|Mil-Spec|SSG 08|0.17|0.07|15.00
Souvenir SSG 08 | Detour (Factory New)|Mil-Spec|SSG 08|0.17|0.07|15.00
★ Butterfly Knife | Vanilla (Factory New)|Covert|Butterfly Knife|0.60|0.18|56.00
★ StatTrak™ Butterfly Knife | Vanilla (Factory New)|Covert|Butterfly Knife|0.60|0.18|56.00
★ Butterfly Knife | Blue Steel (Factory New)|Covert|Butterfly Knife|0.57|0.30|33.00
★ StatTrak™ Butterfly Knife | Blue Steel (Factory New)|Covert|Butterfly Knife|0.57|0.30|33.00
★ Butterfly Knife | Boreal Forest (Factory New)|Covert|Butterfly Knife|0.38|0.41|105.00
★ StatTrak™ Butterfly Knife | Boreal Forest (Factory New)|Covert|Butterfly Knife|0.38|0.41|105.00
★ Butterfly Knife | Case Hardened (Factory New)|Covert|Butterfly Knife|0.58|0.05|42.00
★ StatTrak™ Butterfly Knife | Case Hardened (Factory New)|Covert|Butterfly Knife|0.58|0.05|42.00
★ Butterfly Knife | Crimson Web (Factory New)|Covert|Butterfly Knife|0.73|0.08|64.00
★ StatTrak™ Butterfly Knife | Crimson Web (Factory New)|Covert|Butterfly Knife|0.73|0.08|64.00
★ Butterfly Knife | Fade (Factory New)|Covert|Butterfly Knife|0.08|0.73|93.00
★ StatTrak™ Butterfly Knife | Fade (Factory New)|Covert|Butterfly Knife|0.08|0.73|93.00
★ Butterfly Knife | Forest DDPAT (Factory New)|Covert|Butterfly Knife|0.08|0.20|71.00
★ StatTrak™ Butterfly Knife | Forest DDPAT (Factory New)|Covert|Butterfly Knife|0.08|0.20|71.00
★ Butterfly Knife | Night (Factory New)|Covert|Butterfly Knife|0.58|0.16|67.00
★ StatTrak™ Butterfly Knife | Night (Factory New)|Covert|Butterfly Knife|0.58|0.16|67.00
★ Butterfly Knife | Safari Mesh (Factory New)|Covert|Butterfly Knife|0.20|0.19|94.00
★ StatTrak™ Butterfly Knife | Safari Mesh (Factory New)|Covert|Butterfly Knife|0.20|0.19|94.00
★ Butterfly Knife | Scorched (Factory New)|Covert|Butterfly Knife|0.67|0.03|37.00
★ StatTrak™ Butterfly Knife | Scorched (Factory New)|Covert|Butterfly Knife|0.67|0.03|37.00
★ Butterfly Knife | Slaughter (Factory New)|Covert|Butterfly Knife|0.00|0.60|106.00
★ StatTrak™ Butterfly Knife | Slaughter (Factory New)|Covert|Butterfly Knife|0.00|0.60|106.00
★ Butterfly Knife | Stained (Factory New)|Covert|Butterfly Knife|0.58|0.05|42.00
★ StatTrak™ Butterfly Knife | Stained (Factory New)|Covert|Butterfly Knife|0.58|0.05|42.00
★ Butterfly Knife | Urban Masked (Factory New)|Covert|Butterfly Knife|0.45|0.06|168.00
★ StatTrak™ Butterfly Knife | Urban Masked (Factory New)|Covert|Butterfly Knife|0.45|0.06|168.00
M4A4 | Bullet Rain (Factory New)|Covert|M4A4|0.10|0.11|65.00
StatTrak™ M4A4 | Bullet Rain (Factory New)|Covert|M4A4|0.10|0.11|65.00
P2000 | Corticera (Factory New)|Classified|P2000|0.60|0.52|93.00
StatTrak™ P2000 | Corticera (Factory New)|Classified|P2000|0.60|0.52|93.00
AWP | Corticera (Factory New)|Classified|AWP|0.17|0.09|32.00
StatTrak™ AWP | Corticera (Factory New)|Classified|AWP|0.17|0.09|32.00
AK-47 | Jaguar (Factory New)|Covert|AK-47|0.08|0.10|63.00
StatTrak™ AK-47 | Jaguar (Factory New)|Covert|AK-47|0.08|0.10|63.00
Nova | Bloomstick (Factory New)|Classified|Nova|0.42|0.12|50.00
StatTrak™ Nova | Bloomstick (Factory New)|Classified|Nova|0.42|0.12|50.00
AUG | Bengal Tiger (Factory New)|Classified|AUG|0.06|0.35|52.00
StatTrak™ AUG | Bengal Tiger (Factory New)|Classified|AUG|0.06|0.35|52.00
Desert Eagle | Crimson Web (Factory New)|Restricted|Desert Eagle|0.00|0.88|118.00
StatTrak™ Desert Eagle | Crimson Web (Factory New)|Restricted|Desert Eagle|0.00|0.88|118.00
Glock-18 | Steel Disruption (Factory New)|Restricted|Glock-18|0.19|0.12|73.00
StatTrak™ Glock-18 | Steel Disruption (Factory New)|Restricted|Glock-18|0.19|0.12|73.00
MP7 | Ocean Foam (Factory New)|Restricted|MP7|0.61|0.57|40.00
StatTrak™ MP7 | Ocean Foam (Factory New)|Restricted|MP7|0.61|0.57|40.00
PP-Bizon | Blue Streak (Factory New)|Restricted|PP-Bizon|0.54|0.87|120.00
StatTrak™ PP-Bizon | Blue Streak (Factory New)|Restricted|PP-Bizon|0.54|0.87|120.00
Negev | Bratatat (Factory New)|Mil-Spec|Negev|0.19|0.12|73.00
StatTrak™ Negev | Bratatat (Factory New)|Mil-Spec|Negev|0.19|0.12|73.00
CZ75-Auto | Hexane (Factory New)|Mil-Spec|CZ75-Auto|0.55|0.47|85.00
StatTrak™ CZ75-Auto | Hexane (Factory New)|Mil-Spec|CZ75-Auto|0.55|0.47|85.00
USP-S | Blood Tiger (Factory New)|Mil-Spec|USP-S|0.08|0.11|56.00
StatTrak™ USP-S | Blood Tiger (Factory New)|Mil-Spec|USP-S|0.08|0.11|56.00
MAC-10 | Ultraviolet (Factory New)|Mil-Spec|MAC-10|0.17|0.12|43.00
StatTrak™ MAC-10 | Ultraviolet (Factory New)|Mil-Spec|MAC-10|0.17|0.12|43.00
P90 | Virus (Factory New)|Restricted|P90|0.10|0.10|67.00
StatTrak™ P90 | Virus (Factory New)|Restricted|P90|0.10|0.10|67.00
Galil AR | Cerberus (Factory New)|Restricted|Galil AR|0.17|0.70|255.00
Souvenir Galil AR | Cerberus (Factory New)|Restricted|Galil AR|0.17|0.70|255.00
Tec-9 | Toxic (Factory New)|Mil-Spec|Tec-9|0.06|0.90|251.00
Souvenir Tec-9 | Toxic (Factory New)|Mil-Spec|Tec-9|0.06|0.90|251.00
Glock-18 | Reactor (Factory New)|Mil-Spec|Glock-18|0.19|0.12|73.00
Souvenir Glock-18 | Reactor (Factory New)|Mil-Spec|Glock-18|0.19|0.12|73.00
XM1014 | Bone Machine (Factory New)|Mil-Spec|XM1014|0.08|0.10|62.00
Souvenir XM1014 | Bone Machine (Factory New)|Mil-Spec|XM1014|0.08|0.10|62.00
MAC-10 | Nuclear Garden (Factory New)|Mil-Spec|MAC-10|0.09|0.11|84.00
Souvenir MAC-10 | Nuclear Garden (Factory New)|Mil-Spec|MAC-10|0.09|0.11|84.00
AUG | Radiation Hazard (Factory New)|Industrial Grade|AUG|0.19|0.12|75.00
Souvenir AUG | Radiation Hazard (Factory New)|Industrial Grade|AUG|0.19|0.12|75.00
MP9 | Setting Sun (Factory New)|Mil-Spec|MP9|0.09|0.24|62.00
Souvenir MP9 | Setting Sun (Factory New)|Mil-Spec|MP9|0.09|0.24|62.00
PP-Bizon | Chemical Green (Factory New)|Industrial Grade|PP-Bizon|0.19|0.35|89.00
Souvenir PP-Bizon | Chemical Green (Factory New)|Industrial Grade|PP-Bizon|0.19|0.35|89.00
Negev | Nuclear Waste (Factory New)|Industrial Grade|Negev|0.07|0.50|14.00
Souvenir Negev | Nuclear Waste (Factory New)|Industrial Grade|Negev|0.07|0.50|14.00
FAMAS | Styx (Factory New)|Restricted|FAMAS|0.02|0.29|24.00
Souvenir FAMAS | Styx (Factory New)|Restricted|FAMAS|0.02|0.29|24.00
P250 | Contamination (Factory New)|Industrial Grade|P250|0.17|0.07|44.00
Souvenir P250 | Contamination (Factory New)|Industrial Grade|P250|0.17|0.07|44.00
Five-SeveN | Hot Shot (Factory New)|Industrial Grade|Five-SeveN|0.17|0.33|85.00
Souvenir Five-SeveN | Hot Shot (Factory New)|Industrial Grade|Five-SeveN|0.17|0.33|85.00
SG 553 | Fallout Warning (Factory New)|Industrial Grade|SG 553|0.48|0.33|66.00
Souvenir SG 553 | Fallout Warning (Factory New)|Industrial Grade|SG 553|0.48|0.33|66.00
AK-47 | Wasteland Rebel (Factory New)|Covert|AK-47|0.17|0.07|15.00
StatTrak™ AK-47 | Wasteland Rebel (Factory New)|Covert|AK-47|0.17|0.07|15.00
Five-SeveN | Urban Hazard (Factory New)|Mil-Spec|Five-SeveN|0.01|0.73|253.00
StatTrak™ Five-SeveN | Urban Hazard (Factory New)|Mil-Spec|Five-SeveN|0.01|0.73|253.00
G3SG1 | Murky (Factory New)|Mil-Spec|G3SG1|0.17|0.07|29.00
StatTrak™ G3SG1 | Murky (Factory New)|Mil-Spec|G3SG1|0.17|0.07|29.00
Glock-18 | Grinder (Factory New)|Restricted|Glock-18|0.19|0.12|73.00
StatTrak™ Glock-18 | Grinder (Factory New)|Restricted|Glock-18|0.19|0.12|73.00
M4A1-S | Basilisk (Factory New)|Restricted|M4A1-S|0.11|0.10|31.00
StatTrak™ M4A1-S | Basilisk (Factory New)|Restricted|M4A1-S|0.11|0.10|31.00
M4A4 | Griffin (Factory New)|Restricted|M4A4|0.10|0.11|89.00
StatTrak™ M4A4 | Griffin (Factory New)|Restricted|M4A4|0.10|0.11|89.00
MAG-7 | Firestarter (Factory New)|Mil-Spec|MAG-7|0.17|0.10|164.00
StatTrak™ MAG-7 | Firestarter (Factory New)|Mil-Spec|MAG-7|0.17|0.10|164.00
MP9 | Dart (Factory New)|Mil-Spec|MP9|0.10|0.11|64.00
StatTrak™ MP9 | Dart (Factory New)|Mil-Spec|MP9|0.10|0.11|64.00
P250 | Cartel (Factory New)|Classified|P250|0.08|0.12|16.00
StatTrak™ P250 | Cartel (Factory New)|Classified|P250|0.08|0.12|16.00
P2000 | Fire Elemental (Factory New)|Covert|P2000|0.61|0.67|99.00
StatTrak™ P2000 | Fire Elemental (Factory New)|Covert|P2000|0.61|0.67|99.00
Sawed-Off | Highwayman (Factory New)|Restricted|Sawed-Off|0.17|0.07|14.00
StatTrak™ Sawed-Off | Highwayman (Factory New)|Restricted|Sawed-Off|0.17|0.07|14.00
SCAR-20 | Cardiac (Factory New)|Classified|SCAR-20|0.17|0.08|13.00
StatTrak™ SCAR-20 | Cardiac (Factory New)|Classified|SCAR-20|0.17|0.08|13.00
UMP-45 | Delusion (Factory New)|Mil-Spec|UMP-45|0.17|0.41|255.00
StatTrak™ UMP-45 | Delusion (Factory New)|Mil-Spec|UMP-45|0.17|0.41|255.00
XM1014 | Tranquility (Factory New)|Classified|XM1014|0.04|0.39|23.00
StatTrak™ XM1014 | Tranquility (Factory New)|Classified|XM1014|0.04|0.39|23.00
AK-47 | Cartel (Factory New)|Classified|AK-47|0.00|0.00|15.00
StatTrak™ AK-47 | Cartel (Factory New)|Classified|AK-47|0.00|0.00|15.00
Desert Eagle | Naga (Factory New)|Restricted|Desert Eagle|0.13|0.15|60.00
StatTrak™ Desert Eagle | Naga (Factory New)|Restricted|Desert Eagle|0.13|0.15|60.00
Glock-18 | Catacombs (Factory New)|Mil-Spec|Glock-18|0.19|0.12|73.00
StatTrak™ Glock-18 | Catacombs (Factory New)|Mil-Spec|Glock-18|0.19|0.12|73.00
M249 | System Lock (Factory New)|Mil-Spec|M249|0.13|0.09|54.00
StatTrak™ M249 | System Lock (Factory New)|Mil-Spec|M249|0.13|0.09|54.00
XM1014 | Quicksilver (Factory New)|Mil-Spec|XM1014|0.58|0.32|25.00
StatTrak™ XM1014 | Quicksilver (Factory New)|Mil-Spec|XM1014|0.58|0.32|25.00
MAC-10 | Malachite (Factory New)|Restricted|MAC-10|0.09|0.11|84.00
StatTrak™ MAC-10 | Malachite (Factory New)|Restricted|MAC-10|0.09|0.11|84.00
MP9 | Deadly Poison (Factory New)|Mil-Spec|MP9|0.19|0.12|74.00
StatTrak™ MP9 | Deadly Poison (Factory New)|Mil-Spec|MP9|0.19|0.12|74.00
P250 | Muertos (Factory New)|Classified|P250|0.00|0.73|115.00
StatTrak™ P250 | Muertos (Factory New)|Classified|P250|0.00|0.73|115.00
M4A4 | 龍王 (Dragon King) (Factory New)|Classified|M4A4|0.81|0.28|87.00
StatTrak™ M4A4 | 龍王 (Dragon King) (Factory New)|Classified|M4A4|0.81|0.28|87.00
Sawed-Off | Serenity (Factory New)|Restricted|Sawed-Off|0.00|0.00|15.00
StatTrak™ Sawed-Off | Serenity (Factory New)|Restricted|Sawed-Off|0.00|0.00|15.00
SCAR-20 | Grotto (Factory New)|Mil-Spec|SCAR-20|0.19|0.12|65.00
StatTrak™ SCAR-20 | Grotto (Factory New)|Mil-Spec|SCAR-20|0.19|0.12|65.00
Dual Berettas | Urban Shock (Factory New)|Restricted|Dual Berettas|0.00|0.00|8.00
StatTrak™ Dual Berettas | Urban Shock (Factory New)|Restricted|Dual Berettas|0.00|0.00|8.00
★ Gut Knife | Damascus Steel (Factory New)|Covert|Gut Knife|0.50|0.04|255.00
★ StatTrak™ Gut Knife | Damascus Steel (Factory New)|Covert|Gut Knife|0.50|0.04|255.00
★ Gut Knife | Marble Fade (Factory New)|Covert|Gut Knife|0.01|0.87|61.00
★ StatTrak™ Gut Knife | Marble Fade (Factory New)|Covert|Gut Knife|0.01|0.87|61.00
★ Gut Knife | Tiger Tooth (Factory New)|Covert|Gut Knife|0.09|0.77|188.00
★ StatTrak™ Gut Knife | Tiger Tooth (Factory New)|Covert|Gut Knife|0.09|0.77|188.00
★ Gut Knife | Ultraviolet (Factory New)|Covert|Gut Knife|0.56|0.05|65.00
★ StatTrak™ Gut Knife | Ultraviolet (Factory New)|Covert|Gut Knife|0.56|0.05|65.00
★ Flip Knife | Damascus Steel (Factory New)|Covert|Flip Knife|0.50|0.05|66.00
★ StatTrak™ Flip Knife | Damascus Steel (Factory New)|Covert|Flip Knife|0.50|0.05|66.00
★ Flip Knife | Marble Fade (Factory New)|Covert|Flip Knife|0.00|0.00|38.00
★ StatTrak™ Flip Knife | Marble Fade (Factory New)|Covert|Flip Knife|0.00|0.00|38.00
★ Flip Knife | Tiger Tooth (Factory New)|Covert|Flip Knife|0.09|0.92|74.00
★ StatTrak™ Flip Knife | Tiger Tooth (Factory New)|Covert|Flip Knife|0.09|0.92|74.00
★ Flip Knife | Ultraviolet (Factory New)|Covert|Flip Knife|0.54|0.07|54.00
★ StatTrak™ Flip Knife | Ultraviolet (Factory New)|Covert|Flip Knife|0.54|0.07|54.00
★ Bayonet | Damascus Steel (Factory New)|Covert|Bayonet|0.53|0.05|93.00
★ StatTrak™ Bayonet | Damascus Steel (Factory New)|Covert|Bayonet|0.53|0.05|93.00
★ Bayonet | Marble Fade (Factory New)|Covert|Bayonet|0.17|0.02|44.00
★ StatTrak™ Bayonet | Marble Fade (Factory New)|Covert|Bayonet|0.17|0.02|44.00
★ Bayonet | Tiger Tooth (Factory New)|Covert|Bayonet|0.09|0.77|229.00
★ StatTrak™ Bayonet | Tiger Tooth (Factory New)|Covert|Bayonet|0.09|0.77|229.00
★ Bayonet | Ultraviolet (Factory New)|Covert|Bayonet|0.58|0.03|74.00
★ StatTrak™ Bayonet | Ultraviolet (Factory New)|Covert|Bayonet|0.58|0.03|74.00
★ M9 Bayonet | Damascus Steel (Factory New)|Covert|M9 Bayonet|0.57|0.11|94.00
★ StatTrak™ M9 Bayonet | Damascus Steel (Factory New)|Covert|M9 Bayonet|0.57|0.11|94.00
★ M9 Bayonet | Marble Fade (Factory New)|Covert|M9 Bayonet|0.00|0.00|44.00
★ StatTrak™ M9 Bayonet | Marble Fade (Factory New)|Covert|M9 Bayonet|0.00|0.00|44.00
★ M9 Bayonet | Tiger Tooth (Factory New)|Covert|M9 Bayonet|0.13|0.67|255.00
★ StatTrak™ M9 Bayonet | Tiger Tooth (Factory New)|Covert|M9 Bayonet|0.13|0.67|255.00
★ M9 Bayonet | Ultraviolet (Factory New)|Covert|M9 Bayonet|0.58|0.10|59.00
★ StatTrak™ M9 Bayonet | Ultraviolet (Factory New)|Covert|M9 Bayonet|0.58|0.10|59.00
★ Karambit | Damascus Steel (Factory New)|Covert|Karambit|0.53|0.06|89.00
★ StatTrak™ Karambit | Damascus Steel (Factory New)|Covert|Karambit|0.53|0.06|89.00
★ Karambit | Marble Fade (Factory New)|Covert|Karambit|0.53|0.06|88.00
★ StatTrak™ Karambit | Marble Fade (Factory New)|Covert|Karambit|0.53|0.06|88.00
★ Karambit | Tiger Tooth (Factory New)|Covert|Karambit|0.17|0.53|255.00
★ StatTrak™ Karambit | Tiger Tooth (Factory New)|Covert|Karambit|0.17|0.53|255.00
★ Karambit | Ultraviolet (Factory New)|Covert|Karambit|0.57|0.14|118.00
★ StatTrak™ Karambit | Ultraviolet (Factory New)|Covert|Karambit|0.57|0.14|118.00
MAC-10 | Neon Rider (Factory New)|Covert|MAC-10|0.83|0.18|94.00
StatTrak™ MAC-10 | Neon Rider (Factory New)|Covert|MAC-10|0.83|0.18|94.00
M4A1-S | Hyper Beast (Factory New)|Covert|M4A1-S|0.56|0.45|66.00
StatTrak™ M4A1-S | Hyper Beast (Factory New)|Covert|M4A1-S|0.56|0.45|66.00
FAMAS | Djinn (Factory New)|Classified|FAMAS|0.17|0.10|31.00
StatTrak™ FAMAS | Djinn (Factory New)|Classified|FAMAS|0.17|0.10|31.00
CZ75-Auto | Pole Position (Factory New)|Restricted|CZ75-Auto|0.52|0.16|67.00
StatTrak™ CZ75-Auto | Pole Position (Factory New)|Restricted|CZ75-Auto|0.52|0.16|67.00
