UMP-45 | Caramel (Factory New)|Consumer Grade|UMP-45|0.09|0.11|84.00
AUG | Hot Rod (Factory New)|Mil-Spec|AUG|0.00|0.84|44.00
Glock-18 | Fade (Factory New)|Restricted|Glock-18|0.08|0.78|59.00
MP9 | Bulldozer (Factory New)|Restricted|MP9|0.15|0.75|255.00
SG 553 | Tornado (Factory New)|Consumer Grade|SG 553|0.61|0.24|38.00
Negev | Anodized Navy (Factory New)|Mil-Spec|Negev|0.10|0.10|71.00
Five-SeveN | Candy Apple (Factory New)|Industrial Grade|Five-SeveN|0.15|0.11|80.00
FAMAS | Contrast Spray (Factory New)|Consumer Grade|FAMAS|0.17|0.02|255.00
M249 | Blizzard Marbleized (Factory New)|Industrial Grade|M249|0.06|0.28|81.00
MP7 | Whiteout (Factory New)|Mil-Spec|MP7|0.17|0.00|255.00
P2000 | Silver (Factory New)|Mil-Spec|P2000|0.15|0.11|84.00
G3SG1 | Arctic Camo (Factory New)|Industrial Grade|G3SG1|0.17|0.02|255.00
Galil AR | Winter Forest (Factory New)|Industrial Grade|Galil AR|0.12|0.10|123.00
XM1014 | Fallout Warning (Factory New)|Industrial Grade|XM1014|0.65|0.11|80.00
Souvenir XM1014 | Fallout Warning (Factory New)|Industrial Grade|XM1014|0.65|0.11|80.00
M4A4 | Radiation Hazard (Factory New)|Mil-Spec|M4A4|0.00|0.20|5.00
Souvenir M4A4 | Radiation Hazard (Factory New)|Mil-Spec|M4A4|0.00|0.20|5.00
UMP-45 | Fallout Warning (Factory New)|Industrial Grade|UMP-45|0.10|0.11|64.00
Souvenir UMP-45 | Fallout Warning (Factory New)|Industrial Grade|UMP-45|0.10|0.11|64.00
PP-Bizon | Irradiated Alert (Factory New)|Consumer Grade|PP-Bizon|0.09|0.37|63.00
Souvenir PP-Bizon | Irradiated Alert (Factory New)|Consumer Grade|PP-Bizon|0.09|0.37|63.00
P90 | Fallout Warning (Factory New)|Industrial Grade|P90|0.62|0.05|82.00
Souvenir P90 | Fallout Warning (Factory New)|Industrial Grade|P90|0.62|0.05|82.00
Tec-9 | Nuclear Threat (Factory New)|Restricted|Tec-9|0.28|0.31|77.00
Souvenir Tec-9 | Nuclear Threat (Factory New)|Restricted|Tec-9|0.28|0.31|77.00
P250 | Nuclear Threat (Factory New)|Restricted|P250|0.29|0.31|70.00
Souvenir P250 | Nuclear Threat (Factory New)|Restricted|P250|0.29|0.31|70.00
Sawed-Off | Irradiated Alert (Factory New)|Consumer Grade|Sawed-Off|0.12|0.37|62.00
Souvenir Sawed-Off | Irradiated Alert (Factory New)|Consumer Grade|Sawed-Off|0.12|0.37|62.00
MAG-7 | Irradiated Alert (Factory New)|Consumer Grade|MAG-7|0.48|0.13|85.00
Souvenir MAG-7 | Irradiated Alert (Factory New)|Consumer Grade|MAG-7|0.48|0.13|85.00
SCAR-20 | Splash Jam (Factory New)|Classified|SCAR-20|0.08|0.11|55.00
Nova | Modern Hunter (Factory New)|Mil-Spec|Nova|0.11|0.11|53.00
PP-Bizon | Forest Leaves (Factory New)|Consumer Grade|PP-Bizon|0.13|0.58|112.00
PP-Bizon | Modern Hunter (Factory New)|Mil-Spec|PP-Bizon|0.11|0.11|53.00
XM1014 | Blaze Orange (Factory New)|Mil-Spec|XM1014|0.09|0.54|139.00
P250 | Modern Hunter (Factory New)|Mil-Spec|P250|0.13|0.22|167.00
MAC-10 | Tornado (Factory New)|Consumer Grade|MAC-10|0.10|0.31|189.00
Nova | Blaze Orange (Factory New)|Mil-Spec|Nova|0.10|0.11|46.00
XM1014 | Grassland (Factory New)|Consumer Grade|XM1014|0.10|0.41|61.00
P2000 | Grassland Leaves (Factory New)|Industrial Grade|P2000|0.17|0.21|94.00
M4A4 | Modern Hunter (Factory New)|Restricted|M4A4|0.14|0.22|172.00
Nova | Walnut (Factory New)|Consumer Grade|Nova|0.58|0.03|65.00
Souvenir Nova | Walnut (Factory New)|Consumer Grade|Nova|0.58|0.03|65.00
M4A4 | Tornado (Factory New)|Industrial Grade|M4A4|0.60|0.21|132.00
Souvenir M4A4 | Tornado (Factory New)|Industrial Grade|M4A4|0.60|0.21|132.00
Tec-9 | Brass (Factory New)|Mil-Spec|Tec-9|0.50|0.04|56.00
Souvenir Tec-9 | Brass (Factory New)|Mil-Spec|Tec-9|0.50|0.04|56.00
P250 | Gunsmoke (Factory New)|Industrial Grade|P250|0.11|0.14|210.00
Souvenir P250 | Gunsmoke (Factory New)|Industrial Grade|P250|0.11|0.14|210.00
Dual Berettas | Anodized Navy (Factory New)|Mil-Spec|Dual Berettas|0.00|0.00|30.00
Souvenir Dual Berettas | Anodized Navy (Factory New)|Mil-Spec|Dual Berettas|0.00|0.00|30.00
MAG-7 | Sand Dune (Factory New)|Consumer Grade|MAG-7|0.17|0.02|255.00
Souvenir MAG-7 | Sand Dune (Factory New)|Consumer Grade|MAG-7|0.17|0.02|255.00
AK-47 | Black Laminate (Factory New)|Mil-Spec|AK-47|0.17|0.08|61.00
Souvenir AK-47 | Black Laminate (Factory New)|Mil-Spec|AK-47|0.17|0.08|61.00
PP-Bizon | Carbon Fiber (Factory New)|Industrial Grade|PP-Bizon|0.17|0.06|16.00
Souvenir PP-Bizon | Carbon Fiber (Factory New)|Industrial Grade|PP-Bizon|0.17|0.06|16.00
MAC-10 | Urban DDPAT (Factory New)|Consumer Grade|MAC-10|0.07|0.10|67.00
Souvenir MAC-10 | Urban DDPAT (Factory New)|Consumer Grade|MAC-10|0.07|0.10|67.00
P90 | Glacier Mesh (Factory New)|Mil-Spec|P90|0.50|0.04|255.00
Souvenir P90 | Glacier Mesh (Factory New)|Mil-Spec|P90|0.50|0.04|255.00
XM1014 | Urban Perforated (Factory New)|Consumer Grade|XM1014|0.17|0.10|20.00
Souvenir XM1014 | Urban Perforated (Factory New)|Consumer Grade|XM1014|0.17|0.10|20.00
M4A4 | Jungle Tiger (Factory New)|Industrial Grade|M4A4|0.99|0.22|96.00
SSG 08 | Lichen Dashed (Factory New)|Consumer Grade|SSG 08|0.10|0.07|70.00
Five-SeveN | Jungle (Factory New)|Consumer Grade|Five-SeveN|0.35|0.36|147.00
Tec-9 | Ossified (Factory New)|Mil-Spec|Tec-9|0.50|0.04|56.00
Nova | Forest Leaves (Factory New)|Consumer Grade|Nova|0.21|0.39|18.00
AK-47 | Jungle Spray (Factory New)|Industrial Grade|AK-47|0.17|0.03|39.00
AK-47 | Predator (Factory New)|Industrial Grade|AK-47|0.11|0.45|65.00
SCAR-20 | Palm (Factory New)|Industrial Grade|SCAR-20|0.08|0.09|69.00
Sawed-Off | Copper (Factory New)|Mil-Spec|Sawed-Off|0.06|0.69|52.00
M4A4 | Desert Storm (Factory New)|Industrial Grade|M4A4|0.10|0.35|194.00
Glock-18 | Brass (Factory New)|Restricted|Glock-18|0.19|0.12|73.00
P2000 | Scorpion (Factory New)|Restricted|P2000|0.10|0.10|67.00
Desert Eagle | Blaze (Factory New)|Restricted|Desert Eagle|0.08|0.09|23.00
AWP | Snake Camo (Factory New)|Mil-Spec|AWP|0.08|0.10|20.00
AWP | BOOM (Factory New)|Classified|AWP|0.08|0.09|64.00
StatTrak™ AWP | BOOM (Factory New)|Classified|AWP|0.08|0.09|64.00
MAG-7 | Memento (Factory New)|Mil-Spec|MAG-7|0.08|0.26|54.00
StatTrak™ MAG-7 | Memento (Factory New)|Mil-Spec|MAG-7|0.08|0.26|54.00
Galil AR | Orange DDPAT (Factory New)|Restricted|Galil AR|0.13|0.26|58.00
StatTrak™ Galil AR | Orange DDPAT (Factory New)|Restricted|Galil AR|0.13|0.26|58.00
P250 | Splash (Factory New)|Restricted|P250|0.08|0.25|64.00
StatTrak™ P250 | Splash (Factory New)|Restricted|P250|0.08|0.25|64.00
Sawed-Off | Orange DDPAT (Factory New)|Restricted|Sawed-Off|0.14|0.23|74.00
StatTrak™ Sawed-Off | Orange DDPAT (Factory New)|Restricted|Sawed-Off|0.14|0.23|74.00
M4A4 | Faded Zebra (Factory New)|Mil-Spec|M4A4|0.00|0.00|13.00
StatTrak™ M4A4 | Faded Zebra (Factory New)|Mil-Spec|M4A4|0.00|0.00|13.00
AK-47 | Red Laminate (Factory New)|Classified|AK-47|0.17|0.08|61.00
StatTrak™ AK-47 | Red Laminate (Factory New)|Classified|AK-47|0.17|0.08|61.00
AWP | Lightning Strike (Factory New)|Covert|AWP|0.17|0.09|33.00
StatTrak™ AWP | Lightning Strike (Factory New)|Covert|AWP|0.17|0.09|33.00
AUG | Wings (Factory New)|Mil-Spec|AUG|0.17|0.12|16.00
StatTrak™ AUG | Wings (Factory New)|Mil-Spec|AUG|0.17|0.12|16.00
SG 553 | Ultraviolet (Factory New)|Mil-Spec|SG 553|0.17|0.11|47.00
StatTrak™ SG 553 | Ultraviolet (Factory New)|Mil-Spec|SG 553|0.17|0.11|47.00
AK-47 | Case Hardened (Factory New)|Classified|AK-47|0.08|0.05|40.00
StatTrak™ AK-47 | Case Hardened (Factory New)|Classified|AK-47|0.08|0.05|40.00
Desert Eagle | Hypnotic (Factory New)|Classified|Desert Eagle|0.17|0.09|22.00
StatTrak™ Desert Eagle | Hypnotic (Factory New)|Classified|Desert Eagle|0.17|0.09|22.00
Glock-18 | Dragon Tattoo (Factory New)|Restricted|Glock-18|0.00|0.00|47.00
StatTrak™ Glock-18 | Dragon Tattoo (Factory New)|Restricted|Glock-18|0.00|0.00|47.00
SCAR-20 | Emerald (Factory New)|Restricted|SCAR-20|0.40|0.83|42.00
MP7 | Groundwater (Factory New)|Consumer Grade|MP7|0.15|0.35|102.00
AUG | Anodized Navy (Factory New)|Mil-Spec|AUG|0.59|0.44|34.00
FAMAS | Spitfire (Factory New)|Restricted|FAMAS|0.15|0.39|95.00
PP-Bizon | Rust Coat (Factory New)|Mil-Spec|PP-Bizon|0.07|0.08|59.00
XM1014 | Jungle (Factory New)|Consumer Grade|XM1014|0.38|0.39|41.00
Five-SeveN | Anodized Gunmetal (Factory New)|Consumer Grade|Five-SeveN|0.17|0.06|17.00
P250 | Facets (Factory New)|Industrial Grade|P250|0.10|0.11|75.00
MP9 | Dry Season (Factory New)|Consumer Grade|MP9|0.10|0.31|131.00
Sawed-Off | Mosaico (Factory New)|Industrial Grade|Sawed-Off|0.09|0.59|22.00
MAG-7 | Hazard (Factory New)|Mil-Spec|MAG-7|0.11|0.11|56.00
Negev | Palm (Factory New)|Industrial Grade|Negev|0.17|0.18|255.00
Tec-9 | Tornado (Factory New)|Consumer Grade|Tec-9|0.60|0.21|141.00
M249 | Jungle DDPAT (Factory New)|Consumer Grade|M249|0.17|0.58|31.00
SSG 08 | Mayan Dreams (Factory New)|Industrial Grade|SSG 08|0.09|0.46|123.00
Glock-18 | Sand Dune (Factory New)|Industrial Grade|Glock-18|0.11|0.31|197.00
USP-S | Overgrowth (Factory New)|Restricted|USP-S|0.36|0.43|129.00
StatTrak™ USP-S | Overgrowth (Factory New)|Restricted|USP-S|0.36|0.43|129.00
AWP | Graphite (Factory New)|Classified|AWP|0.08|0.06|31.00
StatTrak™ AWP | Graphite (Factory New)|Classified|AWP|0.08|0.06|31.00
G3SG1 | Demeter (Factory New)|Mil-Spec|G3SG1|0.42|0.06|66.00
StatTrak™ G3SG1 | Demeter (Factory New)|Mil-Spec|G3SG1|0.42|0.06|66.00
Galil AR | Shattered (Factory New)|Mil-Spec|Galil AR|0.10|0.11|63.00
StatTrak™ Galil AR | Shattered (Factory New)|Mil-Spec|Galil AR|0.10|0.11|63.00
SG 553 | Wave Spray (Factory New)|Mil-Spec|SG 553|0.40|0.10|136.00
StatTrak™ SG 553 | Wave Spray (Factory New)|Mil-Spec|SG 553|0.40|0.10|136.00
AK-47 | Fire Serpent (Factory New)|Covert|AK-47|0.13|0.08|65.00
StatTrak™ AK-47 | Fire Serpent (Factory New)|Covert|AK-47|0.13|0.08|65.00
UMP-45 | Bone Pile (Factory New)|Mil-Spec|UMP-45|0.20|0.43|72.00
StatTrak™ UMP-45 | Bone Pile (Factory New)|Mil-Spec|UMP-45|0.20|0.43|72.00
MAC-10 | Graven (Factory New)|Restricted|MAC-10|0.09|0.11|84.00
StatTrak™ MAC-10 | Graven (Factory New)|Restricted|MAC-10|0.09|0.11|84.00
P2000 | Ocean Foam (Factory New)|Classified|P2000|0.10|0.10|67.00
StatTrak™ P2000 | Ocean Foam (Factory New)|Classified|P2000|0.10|0.10|67.00
Dual Berettas | Black Limba (Factory New)|Mil-Spec|Dual Berettas|0.10|0.11|72.00
StatTrak™ Dual Berettas | Black Limba (Factory New)|Mil-Spec|Dual Berettas|0.10|0.11|72.00
M4A4 | Zirka (Factory New)|Restricted|M4A4|0.10|0.35|77.00
StatTrak™ M4A4 | Zirka (Factory New)|Restricted|M4A4|0.10|0.35|77.00
Desert Eagle | Golden Koi (Factory New)|Covert|Desert Eagle|0.16|0.20|85.00
StatTrak™ Desert Eagle | Golden Koi (Factory New)|Covert|Desert Eagle|0.16|0.20|85.00
P90 | Emerald Dragon (Factory New)|Classified|P90|0.18|0.11|87.00
StatTrak™ P90 | Emerald Dragon (Factory New)|Classified|P90|0.18|0.11|87.00
Nova | Tempest (Factory New)|Mil-Spec|Nova|0.64|0.20|56.00
StatTrak™ Nova | Tempest (Factory New)|Mil-Spec|Nova|0.64|0.20|56.00
SSG 08 | Blood in the Water (Factory New)|Covert|SSG 08|0.17|0.07|15.00
StatTrak™ SSG 08 | Blood in the Water (Factory New)|Covert|SSG 08|0.17|0.07|15.00
USP-S | Serum (Factory New)|Classified|USP-S|0.17|0.06|17.00
StatTrak™ USP-S | Serum (Factory New)|Classified|USP-S|0.17|0.06|17.00
M4A1-S | Blood Tiger (Factory New)|Mil-Spec|M4A1-S|0.10|0.12|57.00
StatTrak™ M4A1-S | Blood Tiger (Factory New)|Mil-Spec|M4A1-S|0.10|0.12|57.00
MP9 | Hypnotic (Factory New)|Restricted|MP9|0.17|0.04|24.00
StatTrak™ MP9 | Hypnotic (Factory New)|Restricted|MP9|0.17|0.04|24.00
P90 | Cold Blooded (Factory New)|Classified|P90|0.00|0.06|16.00
StatTrak™ P90 | Cold Blooded (Factory New)|Classified|P90|0.00|0.06|16.00
Dual Berettas | Hemoglobin (Factory New)|Restricted|Dual Berettas|0.00|0.83|46.00
StatTrak™ Dual Berettas | Hemoglobin (Factory New)|Restricted|Dual Berettas|0.00|0.83|46.00
P250 | Hive (Factory New)|Mil-Spec|P250|0.06|0.90|73.00
StatTrak™ P250 | Hive (Factory New)|Mil-Spec|P250|0.06|0.90|73.00
Five-SeveN | Case Hardened (Factory New)|Restricted|Five-SeveN|0.23|0.09|58.00
StatTrak™ Five-SeveN | Case Hardened (Factory New)|Restricted|Five-SeveN|0.23|0.09|58.00
FAMAS | Hexane (Factory New)|Mil-Spec|FAMAS|0.58|0.41|59.00
StatTrak™ FAMAS | Hexane (Factory New)|Mil-Spec|FAMAS|0.58|0.41|59.00
Tec-9 | Blue Titanium (Factory New)|Mil-Spec|Tec-9|0.18|0.11|90.00
StatTrak™ Tec-9 | Blue Titanium (Factory New)|Mil-Spec|Tec-9|0.18|0.11|90.00
Nova | Graphite (Factory New)|Restricted|Nova|0.08|0.09|23.00
StatTrak™ Nova | Graphite (Factory New)|Restricted|Nova|0.08|0.09|23.00
SCAR-20 | Crimson Web (Factory New)|Mil-Spec|SCAR-20|0.08|0.11|55.00
StatTrak™ SCAR-20 | Crimson Web (Factory New)|Mil-Spec|SCAR-20|0.08|0.11|55.00
G3SG1 | Desert Storm (Factory New)|Consumer Grade|G3SG1|0.06|0.53|103.00
Souvenir G3SG1 | Desert Storm (Factory New)|Consumer Grade|G3SG1|0.06|0.53|103.00
P250 | Sand Dune (Factory New)|Consumer Grade|P250|0.11|0.31|201.00
Souvenir P250 | Sand Dune (Factory New)|Consumer Grade|P250|0.11|0.31|201.00
Sawed-Off | Snake Camo (Factory New)|Industrial Grade|Sawed-Off|0.11|0.40|149.00
Souvenir Sawed-Off | Snake Camo (Factory New)|Industrial Grade|Sawed-Off|0.11|0.40|149.00
SG 553 | Damascus Steel (Factory New)|Mil-Spec|SG 553|0.11|0.11|28.00
Souvenir SG 553 | Damascus Steel (Factory New)|Mil-Spec|SG 553|0.11|0.11|28.00
AK-47 | Safari Mesh (Factory New)|Industrial Grade|AK-47|0.18|0.21|84.00
Souvenir AK-47 | Safari Mesh (Factory New)|Industrial Grade|AK-47|0.18|0.21|84.00
SCAR-20 | Sand Mesh (Factory New)|Consumer Grade|SCAR-20|0.11|0.42|86.00
Souvenir SCAR-20 | Sand Mesh (Factory New)|Consumer Grade|SCAR-20|0.11|0.42|86.00
Five-SeveN | Orange Peel (Factory New)|Industrial Grade|Five-SeveN|0.06|0.52|27.00
Souvenir Five-SeveN | Orange Peel (Factory New)|Industrial Grade|Five-SeveN|0.06|0.52|27.00
P2000 | Amber Fade (Factory New)|Restricted|P2000|0.17|0.11|28.00
Souvenir P2000 | Amber Fade (Factory New)|Restricted|P2000|0.17|0.11|28.00
P90 | Sand Spray (Factory New)|Consumer Grade|P90|0.10|0.44|27.00
Souvenir P90 | Sand Spray (Factory New)|Consumer Grade|P90|0.10|0.44|27.00
MP9 | Sand Dashed (Factory New)|Consumer Grade|MP9|0.11|0.42|112.00
Souvenir MP9 | Sand Dashed (Factory New)|Consumer Grade|MP9|0.11|0.42|112.00
PP-Bizon | Brass (Factory New)|Mil-Spec|PP-Bizon|0.15|0.67|45.00
Souvenir PP-Bizon | Brass (Factory New)|Mil-Spec|PP-Bizon|0.15|0.67|45.00
MAC-10 | Palm (Factory New)|Industrial Grade|MAC-10|0.13|0.27|224.00
Souvenir MAC-10 | Palm (Factory New)|Industrial Grade|MAC-10|0.13|0.27|224.00
Tec-9 | VariCamo (Factory New)|Industrial Grade|Tec-9|0.06|0.45|94.00
Souvenir Tec-9 | VariCamo (Factory New)|Industrial Grade|Tec-9|0.06|0.45|94.00
Nova | Predator (Factory New)|Consumer Grade|Nova|0.08|0.42|19.00
Souvenir Nova | Predator (Factory New)|Consumer Grade|Nova|0.08|0.42|19.00
M4A1-S | VariCamo (Factory New)|Mil-Spec|M4A1-S|0.08|0.36|64.00
Souvenir M4A1-S | VariCamo (Factory New)|Mil-Spec|M4A1-S|0.08|0.36|64.00
XM1014 | CaliCamo (Factory New)|Industrial Grade|XM1014|0.05|0.45|125.00
Souvenir XM1014 | CaliCamo (Factory New)|Industrial Grade|XM1014|0.05|0.45|125.00
Tec-9 | Groundwater (Factory New)|Consumer Grade|Tec-9|0.11|0.39|216.00
Souvenir Tec-9 | Groundwater (Factory New)|Consumer Grade|Tec-9|0.11|0.39|216.00
Sawed-Off | Full Stop (Factory New)|Mil-Spec|Sawed-Off|0.05|0.40|53.00
Souvenir Sawed-Off | Full Stop (Factory New)|Mil-Spec|Sawed-Off|0.05|0.40|53.00
AUG | Contractor (Factory New)|Consumer Grade|AUG|0.38|0.17|24.00
Souvenir AUG | Contractor (Factory New)|Consumer Grade|AUG|0.38|0.17|24.00
M4A1-S | Boreal Forest (Factory New)|Industrial Grade|M4A1-S|0.11|0.27|104.00
Souvenir M4A1-S | Boreal Forest (Factory New)|Industrial Grade|M4A1-S|0.11|0.27|104.00
FAMAS | Colony (Factory New)|Consumer Grade|FAMAS|0.14|0.36|188.00
Souvenir FAMAS | Colony (Factory New)|Consumer Grade|FAMAS|0.14|0.36|188.00
UMP-45 | Gunsmoke (Factory New)|Industrial Grade|UMP-45|0.10|0.11|64.00
Souvenir UMP-45 | Gunsmoke (Factory New)|Industrial Grade|UMP-45|0.10|0.11|64.00
Nova | Sand Dune (Factory New)|Consumer Grade|Nova|0.12|0.26|39.00
Souvenir Nova | Sand Dune (Factory New)|Consumer Grade|Nova|0.12|0.26|39.00
Glock-18 | Candy Apple (Factory New)|Mil-Spec|Glock-18|0.00|0.83|222.00
Souvenir Glock-18 | Candy Apple (Factory New)|Mil-Spec|Glock-18|0.00|0.83|222.00
P2000 | Granite Marbleized (Factory New)|Industrial Grade|P2000|0.62|0.50|56.00
Souvenir P2000 | Granite Marbleized (Factory New)|Industrial Grade|P2000|0.62|0.50|56.00
Dual Berettas | Stained (Factory New)|Industrial Grade|Dual Berettas|0.11|0.12|26.00
Souvenir Dual Berettas | Stained (Factory New)|Industrial Grade|Dual Berettas|0.11|0.12|26.00
MP7 | Anodized Navy (Factory New)|Mil-Spec|MP7|0.60|0.49|35.00
Souvenir MP7 | Anodized Navy (Factory New)|Mil-Spec|MP7|0.60|0.49|35.00
PP-Bizon | Sand Dashed (Factory New)|Consumer Grade|PP-Bizon|0.00|0.00|10.00
Souvenir PP-Bizon | Sand Dashed (Factory New)|Consumer Grade|PP-Bizon|0.00|0.00|10.00
Nova | Candy Apple (Factory New)|Industrial Grade|Nova|0.09|0.10|86.00
Souvenir Nova | Candy Apple (Factory New)|Industrial Grade|Nova|0.09|0.10|86.00
P250 | Boreal Forest (Factory New)|Consumer Grade|P250|0.11|0.27|104.00
Souvenir P250 | Boreal Forest (Factory New)|Consumer Grade|P250|0.11|0.27|104.00
USP-S | Night Ops (Factory New)|Mil-Spec|USP-S|0.64|0.23|48.00
Souvenir USP-S | Night Ops (Factory New)|Mil-Spec|USP-S|0.64|0.23|48.00
Desert Eagle | Mudder (Factory New)|Industrial Grade|Desert Eagle|0.11|0.42|80.00
Souvenir Desert Eagle | Mudder (Factory New)|Industrial Grade|Desert Eagle|0.11|0.42|80.00
XM1014 | Blue Spruce (Factory New)|Consumer Grade|XM1014|0.46|0.26|31.00
Souvenir XM1014 | Blue Spruce (Factory New)|Consumer Grade|XM1014|0.46|0.26|31.00
AUG | Storm (Factory New)|Consumer Grade|AUG|0.19|0.12|75.00
Souvenir AUG | Storm (Factory New)|Consumer Grade|AUG|0.19|0.12|75.00
AWP | Safari Mesh (Factory New)|Industrial Grade|AWP|0.08|0.10|20.00
Souvenir AWP | Safari Mesh (Factory New)|Industrial Grade|AWP|0.08|0.10|20.00
Dual Berettas | Cobalt Quartz (Factory New)|Restricted|Dual Berettas|0.11|0.12|26.00
Souvenir Dual Berettas | Cobalt Quartz (Factory New)|Restricted|Dual Berettas|0.11|0.12|26.00
Galil AR | Sage Spray (Factory New)|Consumer Grade|Galil AR|0.17|0.04|255.00
Souvenir Galil AR | Sage Spray (Factory New)|Consumer Grade|Galil AR|0.17|0.04|255.00
PP-Bizon | Night Ops (Factory New)|Industrial Grade|PP-Bizon|0.65|0.21|47.00
Souvenir PP-Bizon | Night Ops (Factory New)|Industrial Grade|PP-Bizon|0.65|0.21|47.00
P90 | Teardown (Factory New)|Mil-Spec|P90|0.63|0.47|97.00
Souvenir P90 | Teardown (Factory New)|Mil-Spec|P90|0.63|0.47|97.00
SG 553 | Waves Perforated (Factory New)|Consumer Grade|SG 553|0.47|0.15|131.00
Souvenir SG 553 | Waves Perforated (Factory New)|Consumer Grade|SG 553|0.47|0.15|131.00
G3SG1 | Jungle Dashed (Factory New)|Consumer Grade|G3SG1|0.11|0.36|61.00
Souvenir G3SG1 | Jungle Dashed (Factory New)|Consumer Grade|G3SG1|0.11|0.36|61.00
FAMAS | Cyanospatter (Factory New)|Industrial Grade|FAMAS|0.24|0.16|96.00
Souvenir FAMAS | Cyanospatter (Factory New)|Industrial Grade|FAMAS|0.24|0.16|96.00
XM1014 | Blue Steel (Factory New)|Industrial Grade|XM1014|0.60|0.28|18.00
Souvenir XM1014 | Blue Steel (Factory New)|Industrial Grade|XM1014|0.60|0.28|18.00
SG 553 | Anodized Navy (Factory New)|Mil-Spec|SG 553|0.60|0.51|37.00
Souvenir SG 553 | Anodized Navy (Factory New)|Mil-Spec|SG 553|0.60|0.51|37.00
P250 | Bone Mask (Factory New)|Consumer Grade|P250|0.14|0.20|188.00
Souvenir P250 | Bone Mask (Factory New)|Consumer Grade|P250|0.14|0.20|188.00
Negev | CaliCamo (Factory New)|Industrial Grade|Negev|0.08|0.50|4.00
Souvenir Negev | CaliCamo (Factory New)|Industrial Grade|Negev|0.08|0.50|4.00
Five-SeveN | Contractor (Factory New)|Consumer Grade|Five-SeveN|0.35|0.15|94.00
Souvenir Five-SeveN | Contractor (Factory New)|Consumer Grade|Five-SeveN|0.35|0.15|94.00
AUG | Colony (Factory New)|Consumer Grade|AUG|0.19|0.12|75.00
Souvenir AUG | Colony (Factory New)|Consumer Grade|AUG|0.19|0.12|75.00
MAG-7 | Bulldozer (Factory New)|Restricted|MAG-7|0.15|0.75|255.00
Souvenir MAG-7 | Bulldozer (Factory New)|Restricted|MAG-7|0.15|0.75|255.00
MAC-10 | Amber Fade (Factory New)|Mil-Spec|MAC-10|0.10|0.11|62.00
Souvenir MAC-10 | Amber Fade (Factory New)|Mil-Spec|MAC-10|0.10|0.11|62.00
G3SG1 | Safari Mesh (Factory New)|Consumer Grade|G3SG1|0.12|0.32|117.00
Souvenir G3SG1 | Safari Mesh (Factory New)|Consumer Grade|G3SG1|0.12|0.32|117.00
SSG 08 | Tropical Storm (Factory New)|Industrial Grade|SSG 08|0.58|0.38|73.00
Souvenir SSG 08 | Tropical Storm (Factory New)|Industrial Grade|SSG 08|0.58|0.38|73.00
P90 | Scorched (Factory New)|Consumer Grade|P90|0.00|0.00|24.00
Souvenir P90 | Scorched (Factory New)|Consumer Grade|P90|0.00|0.00|24.00
SG 553 | Gator Mesh (Factory New)|Industrial Grade|SG 553|0.17|0.03|39.00
Souvenir SG 553 | Gator Mesh (Factory New)|Industrial Grade|SG 553|0.17|0.03|39.00
Galil AR | Hunting Blind (Factory New)|Consumer Grade|Galil AR|0.10|0.56|75.00
Souvenir Galil AR | Hunting Blind (Factory New)|Consumer Grade|Galil AR|0.10|0.56|75.00
Glock-18 | Groundwater (Factory New)|Industrial Grade|Glock-18|0.24|0.25|182.00
Souvenir Glock-18 | Groundwater (Factory New)|Industrial Grade|Glock-18|0.24|0.25|182.00
UMP-45 | Blaze (Factory New)|Mil-Spec|UMP-45|0.08|0.08|25.00
Souvenir UMP-45 | Blaze (Factory New)|Mil-Spec|UMP-45|0.08|0.08|25.00
MP7 | Orange Peel (Factory New)|Industrial Grade|MP7|0.06|0.29|148.00
Souvenir MP7 | Orange Peel (Factory New)|Industrial Grade|MP7|0.06|0.29|148.00
MP9 | Hot Rod (Factory New)|Mil-Spec|MP9|0.00|0.91|44.00
Souvenir MP9 | Hot Rod (Factory New)|Mil-Spec|MP9|0.00|0.91|44.00
Dual Berettas | Contractor (Factory New)|Consumer Grade|Dual Berettas|0.39|0.15|20.00
Souvenir Dual Berettas | Contractor (Factory New)|Consumer Grade|Dual Berettas|0.39|0.15|20.00
SCAR-20 | Contractor (Factory New)|Consumer Grade|SCAR-20|0.33|0.13|23.00
Souvenir SCAR-20 | Contractor (Factory New)|Consumer Grade|SCAR-20|0.33|0.13|23.00
G3SG1 | VariCamo (Factory New)|Industrial Grade|G3SG1|0.06|0.42|90.00
Souvenir G3SG1 | VariCamo (Factory New)|Industrial Grade|G3SG1|0.06|0.42|90.00
SSG 08 | Blue Spruce (Factory New)|Consumer Grade|SSG 08|0.44|0.23|111.00
Souvenir SSG 08 | Blue Spruce (Factory New)|Consumer Grade|SSG 08|0.44|0.23|111.00
SSG 08 | Acid Fade (Factory New)|Mil-Spec|SSG 08|0.22|0.13|23.00
Souvenir SSG 08 | Acid Fade (Factory New)|Mil-Spec|SSG 08|0.22|0.13|23.00
M249 | Gator Mesh (Factory New)|Industrial Grade|M249|0.21|0.29|14.00
Souvenir M249 | Gator Mesh (Factory New)|Industrial Grade|M249|0.21|0.29|14.00
Galil AR | VariCamo (Factory New)|Industrial Grade|Galil AR|0.11|0.41|54.00
Souvenir Galil AR | VariCamo (Factory New)|Industrial Grade|Galil AR|0.11|0.41|54.00
